Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction
1,18,1,1,1,802,0,0,4,4,3,4,4,3,2,3,2,2,4,4,2,5,0
1,27,0,0,0,868,3,0,0,0,5,0,4,3,5,3,5,5,4,0,5,4,1
1,63,1,1,1,429,15,0,4,5,2,5,5,4,2,4,2,2,5,1,2,1,0
1,14,1,0,0,2958,0,0,3,3,3,5,3,1,5,3,5,5,3,3,5,4,1
1,22,1,1,1,479,0,43,2,4,2,4,4,1,1,5,4,4,4,4,4,4,0
1,37,1,0,0,309,40,35,4,4,3,5,4,4,5,4,3,4,4,4,4,4,1
1,53,1,0,2,101,7,7,4,4,1,1,4,3,2,2,2,2,4,1,2,3,0
1,50,1,0,2,548,0,0,5,2,2,2,5,3,3,5,3,3,2,2,3,4,1
1,23,0,0,1,1211,0,0,3,3,1,3,1,4,2,3,2,2,1,3,2,4,0
0,20,1,0,0,1782,2,23,5,5,4,2,5,2,2,1,2,2,4,2,2,3,0
1,65,1,0,0,2035,5,0,1,1,5,5,1,5,5,5,3,3,5,1,5,5,1
1,40,1,0,0,2070,8,0,3,3,4,5,3,5,4,5,5,5,5,3,5,5,1
0,44,1,1,1,1211,0,0,4,0,4,4,3,2,5,0,4,3,2,0,2,2,1
0,39,0,0,0,1172,30,31,3,3,2,3,4,2,2,2,2,2,4,3,2,4,0
0,18,1,1,1,888,14,0,5,2,3,2,4,3,4,2,4,4,4,2,4,4,0
0,76,1,0,1,434,0,0,4,4,3,2,4,4,5,4,5,5,4,4,4,4,1
1,32,1,1,2,484,0,0,0,3,5,3,3,5,5,4,5,5,4,2,5,5,0
1,28,1,1,1,882,0,0,3,4,5,4,4,5,5,4,5,5,4,3,5,5,0
1,37,1,1,1,577,0,0,2,4,2,4,3,1,4,3,2,2,3,4,2,3,0
1,52,1,0,0,277,0,0,4,4,2,4,4,4,4,4,4,3,4,4,4,4,0
0,42,1,0,0,2340,18,11,1,1,1,3,1,1,3,1,4,2,1,1,1,1,0
0,50,1,0,0,599,0,2,5,5,3,5,5,5,4,5,4,3,5,5,5,5,1
1,23,1,0,2,249,0,0,2,2,1,1,2,1,4,3,1,1,3,1,1,3,0
1,38,1,1,1,253,0,3,4,3,1,3,5,4,4,1,4,4,3,3,4,1,0
1,23,0,0,1,944,0,8,1,1,3,1,4,1,3,5,3,3,4,1,3,4,0
0,25,1,0,0,3145,0,0,3,3,5,4,3,4,4,1,4,4,1,3,4,1,1
1,71,1,0,0,2327,0,0,1,1,2,4,1,4,2,4,2,5,4,1,4,4,1
1,57,1,1,1,1726,5,12,1,3,2,3,3,3,5,2,5,5,4,3,5,3,0
0,52,1,0,0,2088,0,0,1,1,5,3,1,5,5,5,4,4,5,1,5,5,1
0,39,1,0,0,3091,0,0,4,4,5,3,4,3,3,4,4,3,3,4,3,3,1
1,49,1,0,0,2778,5,0,2,2,5,5,2,5,4,5,3,3,5,2,5,5,1
0,11,1,1,1,272,4,0,0,4,4,4,3,4,4,5,4,4,5,4,4,5,1
0,30,1,1,1,531,0,0,4,2,3,2,1,4,3,3,3,3,4,2,3,4,0
0,60,1,1,1,646,0,6,3,2,4,3,3,2,3,2,3,3,2,2,2,2,0
0,51,1,0,0,1346,4,0,3,3,2,3,3,1,3,1,1,3,1,1,1,1,0
0,62,1,0,1,414,0,0,2,2,4,4,2,3,3,3,3,1,3,3,3,3,0
0,14,1,1,2,1076,6,1,5,2,3,2,3,3,1,4,1,1,5,1,1,5,0
1,21,0,0,0,1065,0,0,4,3,1,3,4,4,5,1,5,5,3,3,5,4,0
0,15,1,1,1,265,0,0,5,5,3,5,1,5,3,5,3,3,4,5,3,4,1
0,40,1,1,1,391,0,8,2,3,4,3,4,1,3,1,3,3,4,3,3,4,0
1,15,1,1,1,1337,0,0,4,3,3,3,4,5,1,4,1,1,4,3,1,5,0
1,46,1,0,0,802,0,0,4,4,4,4,4,4,5,4,4,4,4,4,4,4,1
0,18,1,1,1,569,0,10,4,2,3,2,4,5,4,4,4,4,5,2,4,5,0
1,63,1,1,1,1020,22,36,4,3,1,3,3,1,1,4,1,1,4,3,1,4,0
0,29,0,0,1,1874,1,0,4,4,1,4,5,1,3,1,3,3,3,4,3,4,0
1,45,1,1,1,472,14,11,1,3,3,3,2,4,4,3,2,2,1,3,2,2,0
1,27,0,0,1,2583,43,48,3,3,2,3,3,2,5,4,5,5,3,3,5,3,0
1,46,1,0,1,319,9,14,3,3,2,2,3,3,2,5,2,2,4,2,2,4,0
1,21,1,1,1,280,0,0,3,2,4,2,3,3,1,2,1,1,3,2,1,3,0
1,27,0,0,1,1416,0,0,2,2,1,1,1,4,3,5,3,3,5,1,3,3,0
1,25,1,0,0,926,16,10,2,2,3,5,2,5,5,2,5,5,5,2,5,5,1
1,40,1,0,0,1440,0,7,1,1,2,3,1,2,2,2,1,1,2,2,2,2,0
1,26,0,0,0,1089,0,0,4,4,4,4,2,3,2,2,2,2,4,4,2,5,0
1,28,1,0,0,3147,5,4,5,5,4,2,5,1,2,5,2,2,3,2,2,4,0
0,45,1,0,0,1587,0,0,2,2,4,4,2,4,4,4,3,4,4,2,4,4,1
0,25,1,0,0,323,0,0,5,5,4,4,5,4,4,5,4,4,4,5,4,1,1
1,27,1,1,1,1237,24,10,5,5,3,5,2,5,3,4,4,4,4,5,4,4,1
1,59,1,0,1,802,6,9,3,3,2,4,3,1,4,4,4,4,4,4,4,4,1
0,68,1,0,0,2710,3,15,2,2,3,4,2,5,3,5,2,5,5,2,5,5,1
0,40,1,0,0,3061,0,22,1,1,4,5,1,2,5,3,3,3,2,1,2,2,1
1,38,0,0,0,864,3,0,3,3,4,3,2,3,5,4,5,5,5,3,5,4,1
1,24,0,0,1,1620,1,0,4,4,3,4,2,4,4,2,4,4,5,4,4,5,0
1,45,1,1,1,302,14,25,4,2,4,2,1,4,2,3,3,3,4,2,3,5,0
0,25,0,0,0,998,0,11,0,4,5,4,4,3,2,5,2,2,5,4,2,5,1
1,52,1,0,0,2342,0,0,5,5,4,5,5,4,4,4,3,4,4,5,4,4,1
0,31,1,0,0,250,0,0,1,1,3,5,1,5,5,4,5,5,4,1,5,4,1
1,13,1,1,1,164,3,0,5,2,3,2,3,3,3,4,3,3,4,2,3,5,0
0,13,1,1,1,282,0,0,1,1,4,1,3,4,4,1,4,4,3,1,4,2,0
0,47,1,0,0,414,3,2,1,1,5,5,1,4,4,4,4,5,4,1,4,4,1
0,49,1,1,1,365,14,18,4,4,3,4,5,3,4,4,5,3,3,1,3,3,0
1,50,1,1,1,314,19,15,4,2,3,2,4,5,3,2,3,3,5,2,3,5,0
1,80,0,0,1,325,0,0,0,2,5,2,4,1,5,2,5,5,4,2,5,5,0
0,27,1,0,0,1601,0,13,5,5,4,5,5,4,5,3,5,5,5,5,5,1,1
1,69,1,1,1,1276,3,0,4,1,5,1,2,5,2,2,3,3,5,2,3,5,0
0,36,1,0,0,2577,0,0,3,3,2,3,3,4,5,4,4,5,4,3,4,4,1
0,17,1,1,1,783,11,0,4,4,5,4,4,4,5,3,5,5,4,4,5,4,1
1,51,1,0,0,873,0,0,3,3,4,4,3,4,4,4,3,5,4,3,4,4,1
1,39,1,0,1,366,3,0,2,2,2,2,2,3,2,3,2,2,2,2,2,2,0
1,52,1,1,1,1517,0,0,5,4,5,4,4,4,3,2,3,3,4,4,3,5,1
1,22,1,0,1,395,0,0,5,5,2,4,5,4,2,1,4,4,4,4,4,4,0
1,27,1,0,0,1426,0,0,2,3,5,4,2,5,5,3,5,5,4,2,5,4,1
0,40,1,1,1,594,0,14,4,1,1,1,1,5,2,3,2,2,4,1,2,3,0
1,25,0,0,0,287,0,0,1,2,2,2,4,1,1,4,1,1,3,2,1,4,0
1,57,1,0,0,2673,17,27,2,2,3,5,2,4,5,4,3,3,4,2,4,4,1
0,47,1,1,1,787,8,0,5,3,5,3,4,2,5,3,5,2,2,3,2,2,0
0,42,1,1,0,304,0,0,5,2,4,5,5,5,5,2,4,5,5,3,5,5,0
1,52,1,0,0,184,0,0,5,0,4,4,3,3,5,3,4,5,3,0,3,3,1
1,54,1,0,1,896,16,4,3,3,3,5,3,1,5,5,5,5,1,5,5,1,1
0,43,1,1,1,67,0,0,4,1,5,5,3,4,4,1,3,3,4,1,4,4,0
0,52,1,0,0,1871,11,5,2,2,3,5,2,4,4,4,5,3,4,2,4,4,1
0,40,1,1,1,369,0,0,1,3,1,3,2,2,3,3,3,3,2,3,3,3,0
0,55,1,1,1,957,41,39,5,3,3,5,2,3,4,3,4,2,3,3,3,3,0
0,7,1,1,2,1089,0,0,3,2,1,2,2,1,5,3,5,5,3,2,5,2,0
0,26,0,0,0,1068,17,22,5,5,4,5,1,4,3,4,3,3,5,5,3,5,1
1,70,1,0,2,907,0,0,2,2,1,3,2,2,3,1,3,3,4,3,3,3,0
1,26,0,0,0,577,4,0,4,4,3,4,3,5,3,4,3,3,4,4,3,4,1
0,20,0,0,0,356,0,0,4,4,4,4,2,4,3,5,3,3,4,4,3,5,1
1,42,1,0,0,1727,0,0,3,3,5,4,3,3,4,4,3,4,3,3,3,3,1
0,8,1,0,0,910,0,19,4,4,3,4,4,2,4,1,4,4,4,4,4,4,0
0,12,1,1,1,616,6,0,3,2,1,2,1,3,3,4,3,3,5,2,3,1,0
0,25,0,0,0,731,0,0,0,3,3,3,2,4,3,4,3,3,4,3,3,4,0
0,30,1,1,1,738,17,14,4,3,4,3,3,3,4,3,4,4,5,3,4,4,0
1,58,1,1,0,1995,0,0,3,4,1,4,4,5,3,4,2,4,5,4,5,5,0
1,55,1,1,1,588,0,0,5,3,4,3,1,4,3,4,1,1,5,2,1,4,0
0,27,0,0,1,365,0,0,0,1,3,1,4,4,5,4,5,5,4,1,5,3,0
1,56,1,1,1,253,0,0,5,3,3,3,4,4,1,4,1,1,3,3,1,2,0
1,48,1,0,0,2704,0,0,5,5,3,5,5,5,4,5,3,5,5,5,5,5,1
0,26,1,1,1,783,0,0,4,3,3,3,2,3,4,5,4,4,5,3,4,4,0
0,18,1,1,1,1020,0,0,0,5,4,5,4,5,2,5,2,2,4,5,2,4,1
1,7,1,1,1,1773,20,44,4,2,3,2,4,2,5,1,5,5,3,3,5,2,0
0,18,1,1,1,179,0,19,1,0,4,0,2,3,2,1,2,2,3,2,2,3,0
0,35,1,0,0,2987,6,0,2,2,4,4,2,5,4,5,3,2,5,2,5,5,1
1,36,1,1,1,848,14,0,5,3,5,3,3,3,2,3,2,2,4,3,2,5,0
1,50,1,1,1,153,0,0,4,4,2,4,3,3,5,4,5,5,2,4,5,1,0
0,55,1,0,0,1979,15,33,5,5,5,4,5,4,4,4,3,3,4,5,4,4,1
1,22,0,0,1,842,0,0,2,2,3,2,4,3,3,2,3,3,5,2,3,4,0
0,53,1,0,0,1590,5,0,5,5,2,2,5,3,4,3,3,5,3,3,3,3,0
1,34,1,1,1,628,0,0,4,2,3,2,1,4,3,5,3,3,4,2,3,5,0
0,7,1,0,0,502,17,2,2,2,3,4,2,4,4,2,4,4,3,4,4,4,0
1,67,1,1,1,743,0,1,4,3,5,3,3,4,1,4,1,1,4,3,1,5,0
0,25,0,0,1,1235,10,13,3,3,1,3,3,3,3,3,4,4,4,3,4,3,0
1,52,1,1,1,173,0,0,2,3,1,3,4,1,5,2,5,5,4,3,5,3,0
1,57,1,0,0,2409,39,28,4,4,5,2,4,4,3,4,3,2,4,4,4,4,1
0,43,1,0,0,1325,0,0,3,4,5,4,4,4,4,4,3,5,4,4,4,4,1
1,24,1,0,1,341,0,0,1,1,5,5,1,2,5,3,5,5,1,5,5,2,1
1,25,1,1,1,369,0,0,3,3,4,3,2,4,4,3,4,4,2,3,4,3,0
1,31,1,0,0,1507,23,8,1,1,3,4,1,3,4,4,4,4,4,1,4,5,1
0,24,1,1,1,226,0,0,4,0,4,0,2,4,1,4,1,1,5,2,1,4,0
1,41,1,0,0,617,0,0,5,5,5,4,5,4,1,4,2,4,4,5,4,4,1
1,30,1,1,1,986,0,0,5,4,3,4,1,4,4,3,4,4,5,4,4,4,1
1,47,1,1,1,945,0,5,4,4,1,4,4,4,2,1,5,5,3,4,5,3,0
0,41,0,0,0,223,18,22,2,2,4,2,4,1,4,1,4,4,4,2,4,4,0
0,35,1,1,1,842,14,7,5,2,2,2,4,1,2,2,5,5,1,2,5,5,0
1,46,1,0,0,993,0,5,5,5,2,3,5,2,3,2,3,1,2,2,2,2,0
1,46,1,0,0,1431,14,0,5,4,5,4,5,4,4,4,3,2,4,5,4,4,1
0,56,1,0,0,2296,0,0,5,5,3,4,5,5,4,5,4,4,5,5,5,5,1
0,56,1,0,1,507,1,0,4,3,4,4,3,3,3,3,1,4,3,3,3,3,0
0,32,1,0,0,888,13,14,1,1,4,3,1,5,3,5,3,3,4,1,3,5,1
0,57,1,1,0,680,12,14,4,3,5,4,3,3,4,3,5,3,3,3,3,4,0
1,28,1,1,0,1744,2,17,5,3,5,3,2,4,5,4,5,5,5,3,5,3,0
1,20,1,1,1,349,2,2,4,3,4,3,4,3,3,4,3,3,4,3,3,5,0
1,31,1,0,2,581,0,0,4,3,3,5,4,3,5,3,5,5,3,5,5,3,1
0,34,1,1,1,270,0,0,1,2,2,2,4,4,1,5,1,1,3,1,1,4,0
0,24,0,0,1,545,7,18,0,4,4,4,2,5,5,3,5,5,5,4,5,4,1
0,41,1,1,1,1119,20,41,5,4,3,4,2,5,1,3,1,1,4,4,1,5,0
1,47,1,0,0,516,0,0,2,2,3,5,2,4,5,4,5,5,4,2,4,4,1
0,25,0,0,0,888,0,0,3,4,3,4,1,4,3,2,5,5,4,4,5,4,1
0,54,1,0,0,2397,7,10,3,3,4,1,3,4,3,4,4,4,4,3,4,4,1
1,30,1,0,0,545,0,0,3,3,2,3,3,2,3,4,3,3,4,3,3,4,0
1,24,0,0,0,895,0,0,5,0,5,0,4,5,3,2,3,3,4,0,3,4,1
0,51,1,0,1,680,12,21,3,1,5,1,3,5,5,5,1,3,5,5,5,5,1
1,21,0,0,0,1065,0,0,0,4,5,4,2,3,5,5,5,5,5,4,5,4,1
1,47,1,0,1,978,0,0,3,3,2,4,3,5,4,2,4,4,3,4,4,2,1
0,28,1,0,1,503,16,19,1,1,4,2,1,2,2,5,2,2,3,2,2,3,0
1,36,1,1,1,971,0,4,4,2,5,2,3,5,3,3,3,3,5,2,3,5,0
0,41,1,1,1,783,0,0,5,1,3,1,2,3,2,4,2,2,4,1,2,4,0
0,20,0,0,1,214,3,13,0,2,5,2,2,4,5,2,5,5,4,2,5,5,0
0,22,1,1,1,803,2,0,3,1,1,1,5,4,1,2,1,1,3,1,1,4,0
0,40,1,0,0,1671,1,0,1,1,5,3,1,5,4,5,3,3,5,1,5,5,1
0,39,1,0,0,468,2,18,1,1,5,4,1,2,5,2,3,3,2,1,2,2,1
0,45,1,0,0,2346,0,0,1,1,5,5,1,4,5,4,5,3,4,1,4,4,1
0,28,0,0,1,1074,0,0,5,5,3,5,1,2,2,5,2,2,4,5,2,3,1
1,11,1,1,1,160,20,4,4,1,3,1,2,3,1,5,2,2,4,1,2,4,0
1,41,0,0,1,373,0,0,0,3,1,3,4,4,1,1,1,1,5,3,1,2,0
1,40,1,0,0,888,13,0,1,2,5,4,1,4,4,4,5,2,4,1,4,4,1
0,45,1,1,1,436,0,9,5,0,5,5,2,4,5,0,4,4,4,0,4,4,1
1,53,1,1,1,1703,22,3,2,2,4,2,3,4,4,5,4,4,3,1,4,4,0
0,46,1,0,0,213,0,27,2,2,3,5,2,4,5,5,5,5,4,2,4,4,1
0,26,0,0,0,602,0,0,1,1,3,1,2,4,1,5,1,1,4,1,1,5,0
0,59,1,0,0,2579,0,59,1,1,3,4,1,4,1,4,4,3,4,1,4,5,1
1,53,1,1,1,532,0,0,4,3,4,3,2,4,1,4,1,1,5,3,1,5,0
1,53,1,0,0,2639,0,0,5,5,5,4,5,5,4,5,3,3,5,5,5,5,1
1,48,1,0,0,528,6,0,1,1,5,4,1,2,5,2,4,2,2,1,2,2,1
1,25,0,0,1,377,0,10,2,3,3,3,4,1,5,1,5,5,3,4,5,3,0
0,31,1,0,0,1546,0,0,3,3,3,2,3,5,2,2,2,2,4,3,2,5,1
1,25,0,0,0,247,6,0,4,2,4,2,4,5,3,3,3,3,5,2,3,5,0
1,50,1,1,1,655,33,31,3,3,3,3,4,1,3,2,2,2,3,3,2,2,0
0,79,0,0,1,272,0,0,0,3,1,3,2,2,3,4,3,3,1,3,3,5,0
1,61,1,1,1,2075,3,0,3,1,1,1,2,4,5,2,5,5,4,2,5,4,0
0,34,1,1,1,1119,0,0,5,3,3,3,3,3,5,5,5,5,4,2,5,5,0
1,59,1,0,1,363,0,0,1,1,5,4,1,4,4,3,4,4,4,4,4,1,1
1,59,1,0,0,1595,0,0,5,5,5,4,5,5,5,4,3,2,5,5,5,5,1
0,28,1,0,0,2654,13,14,5,5,4,2,5,1,2,3,2,2,4,2,2,3,0
0,24,1,0,0,2786,0,4,2,2,3,4,2,1,4,2,4,4,2,2,4,2,1
1,54,1,0,0,1747,29,4,2,3,3,5,3,4,5,4,5,3,4,3,4,4,1
1,41,1,0,0,2115,43,48,3,3,4,5,3,5,5,5,5,2,5,3,5,5,1
1,33,0,0,0,666,0,1,3,3,4,3,4,3,2,3,2,2,4,3,2,4,0
1,57,1,0,0,2932,0,0,3,3,5,5,3,5,4,5,3,3,5,3,5,5,1
0,53,1,0,0,539,0,0,5,5,5,4,5,4,5,4,5,3,4,5,4,4,1
1,38,1,0,1,588,1,0,1,1,4,3,1,4,3,3,3,3,3,3,3,3,0
0,56,1,0,0,1217,0,0,2,4,3,5,2,4,4,4,4,3,4,2,4,4,1
0,67,1,1,2,1171,0,2,4,3,4,3,2,3,4,3,3,2,3,3,3,3,0
1,47,1,1,1,772,0,0,5,3,3,3,2,4,5,2,5,5,1,3,5,2,0
0,72,1,0,0,240,0,16,1,1,2,3,1,1,3,1,1,2,1,1,1,1,0
0,21,1,0,1,1023,41,14,3,2,2,4,3,2,5,3,3,3,1,3,3,2,1
0,28,0,0,1,646,0,0,3,3,3,3,3,4,5,2,3,3,4,3,3,4,0
0,65,1,1,0,2586,0,0,5,2,3,5,4,4,5,2,1,5,4,2,4,4,0
0,43,1,0,0,1039,0,0,4,4,4,4,4,4,4,4,3,2,4,4,4,4,1
1,59,1,0,0,2552,10,8,1,1,4,5,1,5,4,5,3,4,5,1,5,5,1
1,30,1,0,0,306,28,28,4,2,4,2,4,2,2,2,2,2,3,2,2,3,0
0,22,0,0,0,1345,0,0,0,4,4,4,2,3,5,4,5,5,4,4,5,5,1
1,39,1,0,0,253,9,13,2,2,2,1,2,5,2,5,4,4,5,2,5,5,1
1,30,1,0,0,1372,22,0,1,1,4,2,1,2,2,3,2,2,3,2,2,4,0
0,54,0,0,0,1416,0,26,2,2,4,2,3,3,2,3,2,2,4,2,2,4,0
0,29,0,0,1,669,0,0,5,5,5,5,2,2,4,3,4,4,5,5,4,5,1
0,31,1,1,2,196,0,3,4,3,3,3,2,4,4,5,5,5,5,3,5,4,0
0,28,1,1,1,1739,0,0,4,0,4,0,3,5,4,5,1,1,4,0,1,3,1
1,55,1,1,1,655,27,50,2,2,4,2,3,3,3,4,3,3,3,2,3,2,0
0,50,1,0,0,2131,0,6,1,5,5,4,1,2,5,2,3,5,2,1,2,2,1
1,33,1,0,0,399,0,0,5,5,4,5,5,3,4,3,4,4,5,5,4,5,1
1,30,0,0,1,201,0,0,4,2,1,2,4,1,1,1,1,1,4,3,1,3,0
1,12,1,1,1,1050,0,0,1,3,1,3,4,4,3,1,4,4,3,3,4,3,0
1,56,1,0,1,237,0,26,2,2,1,4,2,3,4,2,4,4,3,4,4,3,0
1,29,0,0,0,160,5,3,4,4,4,4,4,3,4,3,4,4,4,4,4,5,1
0,55,1,1,0,760,3,0,5,4,3,4,4,4,4,4,5,5,4,4,4,4,0
1,27,1,1,2,1013,0,7,2,2,1,2,4,3,3,4,3,3,3,2,3,3,0
1,28,0,0,1,1137,15,11,3,3,1,3,3,1,2,2,2,2,2,3,2,3,0
0,64,1,1,1,119,24,18,4,2,4,4,3,5,4,2,4,4,5,2,5,5,0
1,39,1,0,0,1725,6,4,4,4,1,4,4,3,3,3,1,5,3,3,3,3,0
1,50,0,0,0,1476,0,0,2,2,5,3,4,3,4,2,4,4,5,3,4,5,0
0,54,1,0,0,907,0,0,3,3,4,5,3,3,4,4,3,4,3,3,3,3,1
0,47,1,0,0,441,0,14,2,2,3,5,2,5,5,5,4,2,5,2,5,5,1
0,54,1,1,1,447,42,43,4,3,3,5,3,3,5,3,4,3,3,3,3,4,0
0,43,1,0,0,2312,1,0,3,3,4,4,3,4,4,4,5,4,4,3,4,5,1
0,43,1,0,0,3043,0,0,2,2,5,4,2,5,4,5,5,3,5,2,5,5,1
0,53,1,0,0,2853,0,0,3,5,4,4,3,5,5,5,3,5,5,3,5,5,1
0,21,0,0,1,994,0,0,1,1,3,1,2,4,3,5,3,3,4,1,3,5,0
0,20,1,1,0,323,15,22,3,4,3,4,2,5,4,4,2,2,5,4,2,2,1
0,15,1,1,1,134,0,0,4,3,2,3,3,2,5,1,5,5,2,3,5,4,0
1,46,1,0,0,2640,0,0,1,1,3,5,1,2,4,2,3,4,2,1,2,2,1
1,35,0,0,0,859,0,0,2,2,4,2,2,3,5,4,4,4,5,2,4,4,0
1,44,1,0,0,3053,5,2,5,3,2,4,3,5,1,5,1,2,5,3,5,3,1
1,29,1,0,0,2715,0,0,5,5,3,4,5,5,4,4,4,4,5,5,4,5,1
0,22,0,0,1,404,0,0,0,0,4,0,3,5,4,5,4,4,5,1,4,1,0
1,25,1,1,1,950,0,4,2,3,2,3,3,1,3,2,3,3,3,3,3,4,0
1,27,0,0,0,269,0,0,1,1,5,1,4,4,4,2,4,4,4,1,4,5,0
1,29,1,0,1,1547,5,6,3,3,4,4,3,1,4,4,4,4,3,4,4,4,0
1,37,0,0,0,347,2,0,3,3,3,3,3,3,4,3,4,4,3,3,4,4,0
0,15,0,0,1,997,0,0,2,2,4,2,3,1,5,3,5,5,4,2,5,4,0
0,65,1,1,1,542,0,1,4,3,4,5,3,1,5,3,5,5,1,2,1,1,0
1,38,1,1,0,992,0,0,4,3,3,4,4,4,4,3,5,4,4,3,4,4,0
1,40,1,0,0,3017,0,0,1,5,2,4,1,2,4,2,3,4,2,2,2,2,0
0,22,0,0,0,522,0,0,1,0,4,1,5,3,1,3,1,1,4,0,1,5,1
0,23,1,0,0,1936,0,0,0,0,3,3,3,5,3,1,5,5,5,0,5,4,1
0,70,1,1,1,868,34,20,2,1,2,1,2,5,1,1,1,2,5,1,5,5,0
1,29,1,1,1,925,0,0,4,2,1,2,4,5,4,1,4,4,1,2,4,2,0
0,71,1,0,0,2939,0,0,1,1,3,3,1,1,4,1,1,5,1,1,1,1,0
1,55,1,0,0,738,0,5,4,2,3,4,4,5,4,5,3,4,5,4,5,5,1
1,53,1,0,0,541,24,20,2,2,5,5,2,4,4,4,4,4,4,2,4,4,1
1,52,1,1,1,1379,10,18,5,0,4,0,3,5,2,1,3,3,3,1,3,1,0
1,9,1,1,2,802,27,9,5,2,4,2,5,3,1,5,1,1,4,2,1,1,0
1,42,1,0,0,759,3,6,4,4,4,5,4,4,5,4,4,2,4,4,4,4,1
1,10,1,1,1,604,0,0,5,4,3,4,3,4,2,2,2,2,4,4,2,5,0
1,46,1,0,0,1972,0,6,1,1,4,4,1,4,4,4,3,5,4,1,4,4,1
1,42,1,0,0,1744,0,0,1,1,4,5,1,4,4,4,3,2,4,1,4,4,1
0,24,1,0,2,462,0,0,1,1,2,4,1,3,1,2,5,5,1,5,5,2,0
1,48,1,0,0,1506,0,0,1,1,3,5,1,4,5,4,3,4,4,1,4,4,1
1,22,0,0,1,842,24,13,2,2,3,2,3,5,1,2,1,1,5,2,1,5,0
1,16,1,1,1,570,0,0,1,4,1,4,2,2,4,3,4,4,3,4,4,2,0
1,23,0,0,1,895,9,2,1,1,1,1,4,3,3,2,3,3,3,1,3,4,0
0,27,0,0,0,853,1,3,4,4,5,4,4,3,3,3,1,1,5,4,1,5,1
1,72,1,0,0,110,0,0,3,5,3,5,3,3,5,4,2,3,3,3,3,3,1
0,14,1,1,1,612,0,0,5,3,4,3,1,5,4,4,4,4,4,3,4,4,0
0,40,1,0,1,846,0,0,3,5,3,5,3,5,5,4,5,5,2,5,5,1,1
0,53,1,1,1,1448,0,0,3,3,5,1,2,5,5,3,3,4,5,3,5,5,0
0,44,1,1,1,321,0,0,2,3,3,3,3,1,3,3,1,3,1,3,1,1,0
0,60,1,0,1,1576,0,0,3,3,2,4,3,5,2,5,2,2,5,5,5,5,1
1,41,1,0,0,1589,0,0,3,3,4,5,3,5,5,4,4,3,5,3,5,5,1
0,63,1,1,2,907,0,0,1,3,2,3,2,5,2,3,4,5,5,3,5,3,0
0,19,1,1,2,546,0,0,1,3,4,3,4,1,5,4,5,5,4,3,5,3,0
1,45,1,0,0,854,7,0,3,3,2,3,3,5,3,5,3,3,5,3,5,5,1
0,44,1,1,2,667,7,0,4,5,3,4,3,3,5,5,3,5,3,4,3,3,0
0,62,1,0,0,2203,20,16,5,5,4,3,5,4,3,3,3,5,4,4,4,4,0
0,50,1,0,0,2120,0,0,3,3,4,4,3,5,4,5,4,4,5,3,5,5,1
1,38,1,1,1,474,12,1,3,4,5,4,3,3,3,3,3,3,5,4,3,4,1
1,30,1,1,2,116,0,0,3,3,2,3,2,4,3,4,3,3,2,3,3,3,0
0,54,1,0,0,200,5,0,2,2,3,5,2,5,5,5,4,5,5,2,5,5,1
0,45,1,1,2,484,0,0,5,3,4,5,4,4,5,3,4,3,4,3,4,5,0
0,10,1,0,0,1747,33,23,2,2,3,2,2,1,2,2,2,2,3,2,2,3,0
1,13,1,1,1,1065,11,0,1,3,1,3,3,2,4,2,5,5,2,3,5,3,0
0,51,1,0,0,2338,0,0,4,2,1,4,4,4,2,4,4,2,4,4,4,4,1
0,8,1,1,2,444,8,0,5,3,3,3,5,5,1,5,1,1,5,3,1,5,0
0,25,0,0,0,484,27,15,5,4,3,4,5,3,2,5,3,3,5,4,3,4,1
1,36,1,0,0,1744,11,21,2,2,5,4,2,3,4,2,3,2,3,2,3,3,1
0,58,1,0,1,1197,20,2,1,5,4,3,1,2,3,2,3,3,2,2,2,2,0
0,22,0,0,2,423,20,17,0,5,4,5,2,3,3,3,3,3,4,5,3,2,1
0,50,1,0,0,1337,0,0,4,4,5,4,4,5,4,5,5,2,5,4,5,5,1
1,55,1,1,1,689,0,0,5,4,4,4,5,3,1,5,3,3,4,4,3,4,0
1,48,1,0,0,1557,0,0,1,1,4,5,1,4,3,4,3,3,4,1,4,4,1
0,28,0,0,1,1310,15,8,2,2,2,2,3,3,3,4,3,3,4,2,3,4,0
0,40,1,0,1,1357,2,0,5,5,1,4,5,4,4,5,4,4,3,4,4,4,0
1,43,1,0,0,1755,0,0,2,2,2,3,2,5,4,5,2,5,5,2,5,5,1
1,21,1,0,1,571,23,15,5,5,2,1,5,4,2,4,1,1,4,1,1,4,0
0,39,1,1,1,383,9,1,4,3,5,3,3,4,4,5,4,4,2,3,4,5,0
0,21,0,0,1,293,28,13,3,2,3,2,3,1,2,1,2,2,3,2,2,3,0
0,33,1,1,0,548,0,0,1,1,3,1,2,5,2,1,3,3,5,1,5,5,0
0,29,1,0,2,1008,21,27,2,2,3,3,2,3,3,2,3,3,3,3,3,4,0
1,16,1,1,1,1066,36,37,4,3,3,3,3,5,4,4,4,4,4,3,4,5,0
